,simulated_based_on_ENSG00000142188,simulated_based_on_ENSG00000154654,simulated_based_on_ENSG00000183527,simulated_based_on_ENSG00000215326,simulated_based_on_ENSG00000231231,simulated_based_on_ENSG00000233036,simulated_based_on_ENSG00000273102,simulated_based_on_ENSG00000273692,simulated_based_on_ENSG00000275139,simulated_based_on_ENSG00000276529
Kikelia,2162.117138309819,2.9979202584118587,512.5658989500287,-0.5362035138344773,2.552168689334939,0.05711803307317137,-0.20115432037005543,0.17443038252940352,15.110268877512922,77.22814585906319
Kirsten,4009.7360313788504,-7.720925342588359,300.4363194609234,-0.03200340685441011,-0.3093568115967801,0.16587303644956986,0.44315997759719605,0.08825278760420498,10.245494247148201,106.90502739694196
Koren,2084.7717151285347,0.25728695598256524,279.6627365895526,0.27335868839393807,-1.424043192931237,0.16127127040503525,0.8102019583407345,0.12894991361300495,6.543706645086141,81.98414665356506
Korry,2038.6102809490244,8.384929230774537,278.89349531710957,-0.0647415651767641,3.3072081731245175,0.0032055164555046117,1.4901191275336851,-0.2680483064526367,7.097508615723031,112.93993601934763
Kris,2343.285172412871,-7.786058271553761,398.354708700973,-0.5093836301217309,0.2653878143574433,0.156000979592532,-2.234146901588492,0.27457730701203537,4.782573939071898,114.39619061470611
Lainey,2661.5935549540673,12.511013038177289,291.21979930220266,-0.09150014041035023,-0.297281234074828,0.038906300696215354,2.929899268100492,-0.055497876713686556,8.176175215000054,153.2462979361104
Lanny,3463.8956742624528,4.8194830002189715,230.89963924338275,-0.03662009934464769,-0.41551930238666157,0.10393343283307459,0.9986221146408032,0.19790809280457344,3.2020933869597803,62.295621151110176
Laurena,2624.62602796484,2.7724949905247427,256.36582122969935,-0.8715775869103793,1.4960877716710272,0.3148700063882864,0.6368690358545128,0.18532892474415685,15.239163467862866,98.85940387706195
Lavinie,3097.063692553196,2.227967796581964,370.06171146034336,0.08405418993135537,0.8193072945809003,-0.1333129128493733,1.8525594601997644,0.136383996967611,8.707361550448017,135.35615263813824
Lee,2618.7478165166085,1.441339598569479,285.1603013229985,-0.24468027459750127,1.922550624604169,-0.07969061257539929,2.9591485777979507,0.12347046054041316,18.131026052299127,105.18607255497952
Leesa,1559.0924559869768,-0.0016195598263539779,389.19639525024843,0.10377223955966834,0.14484680304709918,-0.1611714648676595,-0.7372442947717701,0.2643683032444808,3.321598817595576,138.40282334176436
Lenka,3352.24002134579,12.018051333938473,343.175780585657,0.26369601803053855,4.713554569071456,0.2150051601085427,1.8860047280520682,-0.10371302592833215,5.8532486657971505,111.43178846403703
Lezlie,3712.9002518766583,0.24286024001614326,355.29564479265304,-0.11009491005490904,1.4266820622780845,-0.0454424902424173,0.7455649415032938,0.19946618427269763,12.39536119837713,85.92302935567515
Lina,2865.158384844071,15.298174410628814,394.5260993483669,-0.11971869354268166,2.738389569496409,-0.03427764928866872,0.6299081738290557,-0.29960604328897167,13.75913840804309,102.60164124765028
Linda,2800.109418553139,1.7716230375235862,469.78026959569075,-0.7487676627937311,2.0875038587118944,0.1476032016490827,1.473343847054549,-0.11798112471508519,15.404596983924582,90.50145143921883
Lindsay,2950.030920904634,-2.437036835789222,328.3994344292549,0.6265064939762179,0.8875949377725038,0.45277961036482317,-3.2452699360643376,0.056488391346099745,2.039297392931921,138.7044509832466
Linnie,2580.914787856993,-11.204330774265335,289.94550138879765,-0.15857884561549623,-0.07162642588481338,0.09534826642491921,0.5079427737108284,-0.09001914070869695,5.295281199738075,90.78614558254799
Lizzie,1802.329421808286,0.6961177519148412,417.5117650444547,0.036528404798682496,-0.08303250654982874,-0.005786600013097366,4.13541194372565,0.4735819847991449,16.11338357270972,140.23813261808343
Lorita,2229.3826606967905,-6.0643392694966725,395.0113865437459,-0.181316103543707,2.203366000775008,-0.1424104193540044,-0.7965208375154011,0.0867154394930579,13.340295155232953,108.76675451659172
Louella,2372.864228570705,10.818366128144012,370.7762139153383,0.5374802867060435,0.9998555522478816,0.06764255864664227,4.462377677270528,-0.3621291545864253,0.24224110193620518,78.30424009908262
Lynda,2700.314057331378,15.018264436617507,308.0777112258061,0.24141370048147875,0.8214745485309033,-0.1668285948420652,0.10596666592927317,0.41432604402178685,8.81971967375761,71.05870279376475
Lynnelle,2246.686554073541,3.5145870911414083,392.98387280327046,0.30100778406440953,1.2887914999236338,-0.042011794178513445,0.15348982454749593,0.15956703185079874,4.631409875642543,85.28114261075673
Mabelle,2171.065954159404,1.912039047322764,307.2275977480941,-0.034423533409606744,0.7530223984021783,0.45935933812245056,4.47022142809789,0.03218040564234462,3.0843165357742217,105.45499727162174
Magdaia,2343.232987747527,4.751869681844143,256.0233736993639,-0.18851381760500982,-0.2378548893015202,-0.13425632296914974,2.874932118543522,0.006774452153422936,21.538884870924043,83.4793916411216
Maiga,3292.2017174545717,11.7496751562969,508.49919072980526,-0.12552584308899312,0.7516388357448726,-0.21077515942981184,1.0050261549897845,-0.005722349406429197,8.057912608432893,82.48060804676992
Maighdiln,2425.7753957354944,0.798408046791752,314.6019783628614,-0.009982434295427056,-0.7661657823457019,0.16896934586858536,-0.25858670642473713,0.19474015739117373,14.42216176118722,95.55398541121815
Malinda,2661.0636232983325,-2.5654266110580606,482.4280295329962,-0.23719788389733829,-1.0210660269336223,-0.04725022530136942,-0.6672037122386971,-0.06614376779410304,3.536155202875264,186.73822695970676
Margalo,2123.869420697924,1.4963519750727468,577.5589819403276,0.420953141292126,-1.0391762216291847,-0.017293479805093916,-1.1142173509083724,0.04655682031721527,-0.527594807943375,53.35482837848065
Marge,3169.233031312383,4.614592031962157,317.25738907850007,0.620587300827667,0.25747436727981465,0.23823363639065231,3.805238116281614,0.20506963528029853,25.112028069673187,61.76497483047304
Marget,2207.244846320901,-13.389933061986696,353.215950561722,0.30622280404972146,0.08467701328014887,0.029106893574050156,-0.45746243632299,-0.37738941381826396,22.13084818779332,91.90083061919263
Marney,1771.611540681756,8.798718960569504,24.995092663851153,0.5210385432666481,1.107500364528695,-0.014072766791396081,1.4206495562585293,0.22330254354013418,6.589885264027265,122.89853479969662
Marrilee,2667.3566475872376,11.961004774555411,417.0431006521093,-0.4805996323529541,1.777890181342459,-0.39058384492909953,-2.3990596184648583,0.23887505878269888,6.291145832540402,91.03190526235839
Maryann,2838.691977855099,14.57399828716518,380.0318619112292,0.781199534231039,-0.6402781589792271,0.023376315393233517,2.213680968540013,-0.07900173536165885,17.55631330295804,90.98663811614233
Maryanna,1560.7856182544606,7.934309676121007,423.2843410472261,0.39739959931745483,1.6555623148472534,-0.16173820255908894,-1.8535531299263737,0.18266207605694057,12.835757181022178,89.3147434300143
Matty,3122.2502510379536,13.756467843478745,286.3829164340269,0.16817888769704037,0.9462123110121616,-0.007899706712847163,3.9452614858049913,-0.07981545683076319,8.285166781599242,28.39330796745729
Melba,2385.9199782700107,4.099350369476735,317.47662132835933,-0.42717204249294627,-1.0216778760137006,-0.1731078468450411,0.5571627274340819,0.3197299357754097,-1.7126985889355222,95.59627468021368
Merilyn,2120.873368740593,15.759058075300388,314.9350485668642,0.26665177862813483,-0.780965570731159,0.18183913910588023,0.6860164581991345,0.11881864921036683,11.29017840436237,80.26929749989706
Merola,2491.929718974042,-9.074626806495289,302.0155660671446,0.37147842122956964,-0.289922317629728,-0.00931340252657506,2.054749359646949,-0.30700502587406275,9.695221063533792,125.19818409614581
Mickie,2601.677181188835,-5.094242908151747,348.0461016976927,-0.3341226558776621,1.2191717680042626,0.2544230926552543,2.3689672981559307,0.10111069173898864,4.429356850895736,109.95101571272464
Milzie,2109.2032059076646,0.5621656713424752,481.56179060019116,0.16628981729999184,4.211221877329585,0.2097809738457262,-0.4559507008935393,0.1110620839689456,12.020148460202863,68.23905462123165
Minerva,3529.2440062860414,14.176788558336778,350.9714887788961,-0.1590734790441731,0.9665624210892221,-0.23566942564341536,-0.9760317880237357,0.018580292787089826,13.003798898753617,93.52992462106275
Minnaminnie,3194.9949468250215,6.076001968318854,319.0783331587856,-0.12843400991567222,0.14311754367147178,0.25689683139176706,0.030607828013969884,-0.5189772566810852,10.29332838941239,66.15252915656644
Minni,2326.8961445203377,1.9054297614102167,372.85403777445975,0.03213674710231733,1.6540728110060519,-0.04394391600195821,1.6135097558006293,0.23892708346862646,10.753300972430376,61.56845161551185
Mommy,2555.0993821838742,5.558679262662848,488.6709360497481,0.2138964590793313,-0.7004371656153706,-0.057010036707148964,3.5505014552733414,-0.020843772112513828,18.13945097728577,63.07184181701198
Muffin,2895.585354757286,0.04989355259325823,633.3690156639573,0.32778766205066767,0.9150688659358285,0.2395947702494609,3.5790291931544536,-0.019590258121811303,1.6170638378364597,93.36548316381248
Mufinella,2934.554847681125,2.8756494128130052,380.5225355237733,-0.37866610203368845,2.425716430257776,-0.021229380287918903,-1.5564358344089,-0.25077722740753855,9.548147360213486,21.272207907270953
Myrtle,3277.575495567262,8.05086966763819,272.6301046654215,0.6370077298016598,1.9930819703206923,-0.17879065174347397,0.21255794513475357,0.1482135909056711,12.659106758813028,86.4645461024692
Nalani,3009.3162791521195,-1.5245272146259596,268.831637886633,-0.1253291011312755,-0.307619181888135,0.08727954004478972,0.9797322428633702,-0.21565276895628432,14.302860660959693,134.04957608079752
Nancy,2680.496712562248,-4.001850165717538,241.7022830719041,0.030438132253247256,0.6276745820342798,0.18642455850802175,0.8629257848647851,0.04706724173776646,7.850693636262679,68.18631086685309
Nannie,2497.4373925579994,-0.6304987369637001,531.1865350765936,0.1427599660127927,-0.846746264271265,-0.15114707170056718,0.6224556245765525,-0.4246875949672792,13.754471569642966,89.74226027575007
Natassia,3260.494629480735,21.537131013217852,343.78199350026574,0.0056458903605122734,4.497661651899384,-0.2510708567583318,-1.0420792460922141,-0.30115305993101055,9.617080176715637,29.507493528714647
Nelie,1753.20489811011,5.456053539829616,430.42481578088353,0.05830261965005372,0.19308041550536637,-0.040894647420511104,1.7980677822278905,-0.26520260720343347,12.242189866385482,130.4570074321874
Nerita,1860.547063951373,-6.230202881572714,370.7524520216154,0.20275586535821558,-0.6164853766001391,-0.26943054981717685,2.872593867984607,0.24679449341220927,13.728429895905885,131.35030797112023
Nerty,2052.574019110716,3.171091619189311,432.65509173064106,-0.570680268534768,1.2831495094332772,-0.0866733504708996,0.26113800517696273,-0.3367503173481909,8.043149606097298,67.73886831066572
Nessie,2315.6882072528592,4.657724018912348,392.7752486474147,-0.1134138502348992,0.3670034647800379,-0.08021033018352881,3.4126714619617955,-0.29935866018798946,11.240798878750637,73.04818857021645
Nicol,2276.2455202707783,-1.9427934225698626,317.9559376891084,-0.028877125382122004,-0.8131778624391518,-0.17248614337597812,1.519470767917483,0.042631103061218596,15.746855615986664,93.5370255245766
Nicolle,2158.3606748742077,14.98131936830732,427.9859954475711,-0.058410908885518226,-0.8263322547187798,0.13496096131305726,0.5951786860770477,-0.07336893176442645,10.640501716802367,96.24895831211799
Nisse,3009.7217430011883,4.870048760720814,366.39001836534686,0.24564477119545203,4.333060023034587,0.1949911996921173,0.6113614152910067,-0.291451877881467,12.562457122365606,103.44274222313365
Noami,1448.0853738863739,1.0573127788305334,463.6385990335085,0.35497486804756473,0.6225811900424337,0.39507198822392964,-2.1344119949370652,0.02130988137867821,11.983864647761008,94.74621846952863
Olenka,3007.817848595633,3.348931687672439,394.8453027902918,0.3528776536697019,2.820483459529903,0.18930019435661943,0.482539334913647,0.19748164377578814,20.83566377119754,55.623890391941195
Olympie,1927.3128960712484,-7.942984820731503,365.4372353469007,0.7428619135482021,2.548880559344338,-0.1949630729671657,-0.8480107552852956,0.2631088362277031,15.933173228012874,131.94598159482152
Orsa,2748.7449855767763,1.0093344295981908,443.7595857126098,-0.13867095420203301,1.1473839838433515,-0.19849530866735848,-0.9430211572857805,-0.2745864861704528,11.703739641493643,91.5206290125287
Peggie,2122.176850843003,16.933120622881916,473.71511338488943,-0.03492681054106128,2.6031551464949425,-0.04218024085185844,0.788469343972125,-0.10948586312805475,4.701898098252256,109.75852248701868
Phyllis,2685.564592994548,-4.2598898739281035,431.69083224504243,0.3581868472182981,0.44948754166816635,-0.12111736858459533,4.075015343635821,0.3453343664985292,10.320930449610778,104.46677107664934
Pierette,1897.7313111434614,-14.887030707113787,401.18576988267955,-0.884086191940843,-2.9921373292770137,-0.004500128109927705,2.3144353679611696,-0.24881638212196255,6.366535269241888,92.1229802041087
Raeann,2363.0957263686946,-2.2846129912660755,418.92451187320637,0.6481948037454436,0.23995904263118806,0.30744148451722464,1.4468151225418513,0.17434053321088677,2.8585915409749507,48.596049400477725
Ramona,3688.707538343134,-3.2676088022859506,262.82418952228454,0.1030880118894471,-0.1444818793851299,-0.09897378509167996,3.5054713402859123,0.17467684828878194,16.437296791742856,63.18355150240038
Reba,2488.204690535524,4.440858805762723,316.0283158930336,0.47535673621526897,-0.33269895182187537,-0.13206702907949774,1.155397595463548,-0.25945314514171425,1.8078123210798829,79.02581433488538
Rebekah,2271.1204366857755,3.3526389509298427,500.6079990639771,-0.19230903385913586,0.7272621616792674,-0.1507019008711853,2.849958256727315,0.012623816542730442,14.078987754470397,93.46849139314861
Reena,2180.270213427937,12.485955575202219,541.1035519968715,-0.07862944337954356,-0.3516700135093168,-0.0688498102825133,-1.1194503820449972,-0.41468572785386804,6.667994289859903,118.63840890376241
Renell,2982.813319068655,5.144755705358001,422.6482413940661,-0.011002109848218686,-0.6893584919070527,-0.06271251985162045,1.8211717555633324,0.15080831973980952,10.63266854383313,113.37577686232126
Rhoda,2587.9632440383953,1.7941389521927233,226.4282150569035,-0.24924855351760786,1.907564256024076,-0.10255982777902566,4.080858671288864,0.050653768550532406,8.154504211046657,97.42934719751875
Rhona,2594.9808993836714,-6.808425494972665,422.3995052626838,0.10581972453287627,0.8466678892782119,0.14521505590405226,1.9939907328416555,-0.3414745237011223,1.5011213286806093,98.85315357626064
Riva,3116.2696696922358,5.066538442779853,519.722156745275,-0.09899028083075945,2.3804293186914633,0.07984420506784518,2.961194091816039,0.07612125157709336,8.928606169451445,76.8185308313654
Rodi,1912.6591780946858,5.150028676487563,349.267407583565,-0.4755712432274327,0.19714589004792626,0.3250786837019717,2.070901194179833,-0.3908972166267305,8.504889213560006,56.80770707828724
Roseanne,2038.7905846030967,-8.406046318672457,348.1222854252249,0.4717766517577916,-0.2044430001197255,0.11110656743128466,0.0027125743640215028,-0.13949320568422763,8.021023764640518,124.55818569141131
Roxine,3997.4760716714745,-14.80496316175308,371.354596763786,-0.15119868475897127,-1.8592508755409058,0.08329047264719626,0.974198648105404,0.21309738559676683,18.291031079229327,129.40507111136395
Sadye,2607.6335885559206,3.0939563394116196,357.60567975355804,0.7369600673937917,2.2727252702848153,0.04180561886618737,-0.6259039645293125,-0.16375627169208695,7.363103305493065,118.19340978398111
Saloma,3151.2587242880004,-0.3881194523443363,392.92847911874634,0.2213074237512226,-0.4087111898699959,0.2444170699976428,0.390974831667084,0.14015460454606832,8.860373917876545,96.54936194452148
Sarine,1887.063953690877,7.490400640192086,391.55970581375266,-0.26397903593462213,0.18656267885985778,0.18718813593234307,-0.10791893784615647,0.019860348371364966,6.602773582224664,62.54658235999212
Sasha,1787.8032737832295,2.8925606681950944,349.11571563194485,0.36204289464263373,-0.719553886735865,0.13741371458838003,-2.4032476131791167,-0.49547371132657303,7.537070768242921,95.92165848618946
Shaina,2583.076435659439,17.780166753161172,545.0668138638282,-0.016155312524742768,4.698855109316302,-0.2008916883137447,-0.6533021406805264,-0.11637684530803542,14.241864118470286,105.67400003070469
Sharla,2702.500765549766,7.0754251113496345,256.0786928036357,-0.5361223287194484,-2.2925838206957767,-0.06692841782416858,3.1260338001911894,-0.15235149276721272,16.84731394667701,87.79101477845529
Sibbie,3028.7343089462393,7.627967091204563,395.33567321139117,-0.34681360403916806,-1.6416496250410657,0.06123916621017955,2.892354453504004,-0.057158659808876966,8.468280290881703,74.65402531220938
Silvia,2655.0390787819197,-0.42209698628447034,305.28443718721206,0.3747479737011923,1.4803743154048514,0.1041994242149844,0.4405972934569573,0.29711576591840816,10.694630317160778,75.33060452875706
Simona,1803.3444049594264,15.95023936098925,464.17564504512984,-0.05787750941436068,-1.009702741757418,0.2328055689589545,-1.2844102502175974,0.11855978141148876,1.9642437637350572,58.74549194889734
Staci,2719.6160278613097,-12.68573287640885,403.1395278556424,0.5613927826960624,0.7507166560674451,0.13534493628792962,-1.116524280666024,0.27436821648307813,9.477772621064481,109.52144572556038
Stacie,2909.585169845877,7.746416843647405,349.1545705984284,0.5773905477271429,-1.423565081016171,0.08626210539531805,-1.541044141632787,0.2006677415794576,10.342589875917248,84.997956854124
Stevena,2823.7359982240464,-26.502407390951213,411.25586465383066,0.2414081919451797,0.8997003074247742,-0.17054171575011434,4.242808465492848,0.18453967151032946,11.44766816151276,113.81286530328529
Stormie,2348.3997087152525,2.674109338698621,422.2657574789514,-0.30453356453049496,-1.4040774004293066,-0.05451034822088577,2.7565927953786415,0.015553358456544434,12.939333435067502,83.53579823869687
Talyah,3250.582164585325,13.168265170327876,300.97185681124455,-0.2536017634785024,4.031656215650545,-0.11203150072327632,2.3781777895909104,-0.11555787417185252,12.278560146677954,61.52014629723676
Tami,2327.9603993292617,-3.9329860746750267,477.4566116829008,-0.5433680898237309,-1.2225897496247007,-0.09788851569855665,-0.9003673910599181,0.061461471084397735,6.997648729777701,65.60053654789526
Tandy,2208.9411422221733,-3.106867370860079,631.0400941508888,0.5107686538903812,-1.5924072668801,0.08349456226405044,4.361432295682027,-0.07574647697357108,4.218204045295429,99.82014015916691
Terry,1751.4313306394042,-1.9823268224165984,457.3171343766629,0.037617925583079484,0.6780592564379646,0.048143054834592455,1.0954563601172094,-0.40195454313437057,8.261797702188424,75.93988565619681
Tersina,2408.477806042619,11.847825594196443,401.1629744538472,-0.5335704327927371,0.24530887445793986,-0.12680832075523785,1.06771534888831,0.030067998097876924,2.616059220816119,127.00516146753
Thomasin,2065.4245543116176,-2.809276162706456,390.11253066197554,-0.5200470472312192,1.7276569385112195,-0.02509537307668111,1.432502562815939,0.08053788627096213,13.253713642369458,74.0297041105434
Timmi,2077.6159945666864,0.8133536858149224,331.80768377343566,-0.5854091680737462,1.8560072916879942,-0.07974516021939743,2.2412643269247754,-0.173008154930478,21.291602787599462,44.59087884275229
Tommi,2898.4765667633665,7.265970128877109,74.28176661970394,0.7734356560333133,2.241474496403611,-0.20072760861643207,-0.23846838421812988,0.10549095770108224,7.211305629352898,121.47538752345021
Tracey,1895.8729894316616,14.57158827669831,157.3611051921632,0.16107771656688463,0.9107688585314782,0.310868675400561,3.238671456230797,-0.11501799110690729,8.1367222694902,73.83938469510085
Tybi,2292.436638077736,17.732180814506815,342.79638048667056,-0.019810232783497236,2.5130140688588125,0.1479916419815867,-1.413596463784675,-0.07817620691538926,3.054000472498287,137.21496585298917
Velvet,1935.7621199411474,4.111820376472856,482.06761414081865,0.9365094666421574,1.5042177438226498,-0.06341553997177103,2.2970033997532115,-0.1320639915685144,5.163144758899902,108.57519189910698
Winifred,1952.8262032765979,0.6706735074104433,284.936716537079,-1.0471981794286742,-2.2163823785477077,0.13771657328701514,3.2164893827157277,0.1353910537410617,9.595858487304108,117.7040397883774
Yolanda,2900.4562127373433,2.312650098109023,439.1347236655973,0.49863457998114735,3.3783635475445823,0.05934721917329996,0.654743068128752,-0.2087904425551103,12.20629189861603,81.0492612024744
Zelma,2793.427047883134,-3.10013364918672,402.6008142276308,-0.5948813608078233,2.655290387446982,0.1577969477696663,4.51608556444886,0.007698458694981103,-4.087827058831122,102.77086499204268
Zora,2016.370975419396,-9.040721814653605,367.254035874387,0.12593398190907787,0.6876839142276637,0.17241536447274225,5.236237928642658,0.01901066208051188,12.758763870721587,125.96123077710962
Zsa Zsa,2033.8125053959443,-8.102499829791599,433.0502167515451,0.10436243671547873,1.1007288629868455,0.202543409802117,1.2475455822349546,0.0695503760058864,9.700349835262346,73.78925973433734
Zuzana,3039.03417309034,-1.409703512245997,337.811364195726,0.24412192953697412,1.4665412274274174,0.20151420605771309,4.041667251006413,0.21925394324607395,6.592743275140716,58.36797217517266
